,formula,composition,compositions,number_element
38491,Tl4Hg,Tl4 Hg1,Tl Hg,5
38493,Tl4In,Tl4 In1,Tl In,5
38495,Tl4Ir,Tl4 Ir1,Tl Ir,5
38498,Tl4Mo3,Tl4 Mo3,Tl Mo,5
38500,Tl4Ni,Tl4 Ni1,Tl Ni,5
38501,Tl4Ni3,Tl4 Ni3,Tl Ni,5
38503,Tl4O3,Tl4 O3,Tl O,4
38504,Tl4Os,Tl4 Os1,Tl Os,5
38505,Tl4Os3,Tl4 Os3,Tl Os,5
38508,Tl4Pb,Tl4 Pb1,Tl Pb,5
38509,Tl4Pb3,Tl4 Pb3,Tl Pb,5
38513,Tl4Pt,Tl4 Pt1,Tl Pt,5
38515,Tl4Re,Tl4 Re1,Tl Re,5
38516,Tl4Re3,Tl4 Re3,Tl Re,5
38518,Tl4Rh,Tl4 Rh1,Tl Rh,5
38519,Tl4Rh3,Tl4 Rh3,Tl Rh,5
38521,Tl4Ru,Tl4 Ru1,Tl Ru,5
38522,Tl4Ru3,Tl4 Ru3,Tl Ru,5
38524,Tl4S3,Tl4 S3,Tl S,4
38525,Tl4Sb,Tl4 Sb1,Tl Sb,5
38527,Tl4Se,Tl4 Se1,Tl Se,5
38528,Tl4Se3,Tl4 Se3,Tl Se,5
38530,Tl4Si,Tl4 Si1,Tl Si,5
38531,Tl4Si3,Tl4 Si3,Tl Si,5
38533,Tl4Sn,Tl4 Sn1,Tl Sn,5
38534,Tl4Sn3,Tl4 Sn3,Tl Sn,5
38539,Tl4W,Tl4 W1,Tl W,4
38540,Tl4W3,Tl4 W3,Tl W,4
38542,Tl4Zn,Tl4 Zn1,Tl Zn,5
38543,Tl4Zn3,Tl4 Zn3,Tl Zn,5
38545,Tl5Ag,Tl5 Ag1,Tl Ag,5
38546,Tl5Ag24,Tl5 Ag24,Tl Ag,5
38548,Tl5Ag4,Tl5 Ag4,Tl Ag,5
38549,Tl5As,Tl5 As1,Tl As,5
38550,Tl5As24,Tl5 As24,Tl As,5
38551,Tl5As4,Tl5 As4,Tl As,5
38552,Tl5Au,Tl5 Au1,Tl Au,5
38553,Tl5Au3,Tl5 Au3,Tl Au,5
38554,Tl5Au4,Tl5 Au4,Tl Au,5
38555,Tl5B,Tl5 B1,Tl B,4
38556,Tl5B4,Tl5 B4,Tl B,4
38557,Tl5Bi,Tl5 Bi1,Tl Bi,5
38558,Tl5Bi3,Tl5 Bi3,Tl Bi,5
38559,Tl5Bi4,Tl5 Bi4,Tl Bi,5
38560,Tl5Br,Tl5 Br1,Tl Br,5
38561,Tl5Br24,Tl5 Br24,Tl Br,5
38562,Tl5Br3,Tl5 Br3,Tl Br,5
38564,Tl5C,Tl5 C1,Tl C,4
38565,Tl5C24,Tl5 C24,Tl C,4
38566,Tl5C3,Tl5 C3,Tl C,4
38567,Tl5C4,Tl5 C4,Tl C,4
38568,Tl5C7,Tl5 C7,Tl C,4
38569,Tl5Cd,Tl5 Cd1,Tl Cd,5
38570,Tl5Cd3,Tl5 Cd3,Tl Cd,5
38571,Tl5Cd4,Tl5 Cd4,Tl Cd,5
38572,Tl5Cl,Tl5 Cl1,Tl Cl,5
38573,Tl5Cl3,Tl5 Cl3,Tl Cl,5
38574,Tl5Cl4,Tl5 Cl4,Tl Cl,5
38575,Tl5Co,Tl5 Co1,Tl Co,5
38576,Tl5Co3,Tl5 Co3,Tl Co,5
38577,Tl5Co4,Tl5 Co4,Tl Co,5
38578,Tl5Cr,Tl5 Cr1,Tl Cr,5
38579,Tl5Cr24,Tl5 Cr24,Tl Cr,5
38580,Tl5Cr3,Tl5 Cr3,Tl Cr,5
38581,Tl5Cr4,Tl5 Cr4,Tl Cr,5
38582,Tl5Cu,Tl5 Cu1,Tl Cu,5
38583,Tl5Cu24,Tl5 Cu24,Tl Cu,5
38584,Tl5Cu3,Tl5 Cu3,Tl Cu,5
38585,Tl5Cu4,Tl5 Cu4,Tl Cu,5
38586,Tl5Fe,Tl5 Fe1,Tl Fe,5
38587,Tl5Fe3,Tl5 Fe3,Tl Fe,5
38588,Tl5Ga,Tl5 Ga1,Tl Ga,5
38589,Tl5Ga3,Tl5 Ga3,Tl Ga,5
38590,Tl5Ga4,Tl5 Ga4,Tl Ga,5
38591,Tl5Ge,Tl5 Ge1,Tl Ge,5
38592,Tl5Ge3,Tl5 Ge3,Tl Ge,5
38593,Tl5Ge4,Tl5 Ge4,Tl Ge,5
38594,Tl5Hg,Tl5 Hg1,Tl Hg,5
38595,Tl5Hg24,Tl5 Hg24,Tl Hg,5
38596,Tl5Hg4,Tl5 Hg4,Tl Hg,5
38597,Tl5In,Tl5 In1,Tl In,5
38598,Tl5In24,Tl5 In24,Tl In,5
38599,Tl5In3,Tl5 In3,Tl In,5
38600,Tl5In4,Tl5 In4,Tl In,5
38601,Tl5Ir,Tl5 Ir1,Tl Ir,5
38602,Tl5Ir3,Tl5 Ir3,Tl Ir,5
38603,Tl5Ir4,Tl5 Ir4,Tl Ir,5
38604,Tl5Mo,Tl5 Mo1,Tl Mo,5
38605,Tl5Mo3,Tl5 Mo3,Tl Mo,5
38607,Tl5Ni,Tl5 Ni1,Tl Ni,5
38608,Tl5Ni24,Tl5 Ni24,Tl Ni,5
38609,Tl5Ni3,Tl5 Ni3,Tl Ni,5
38610,Tl5Ni4,Tl5 Ni4,Tl Ni,5
38611,Tl5Os,Tl5 Os1,Tl Os,5
38612,Tl5Os3,Tl5 Os3,Tl Os,5
38613,Tl5Os4,Tl5 Os4,Tl Os,5
38614,Tl5P,Tl5 P1,Tl P,4
38616,Tl5P3,Tl5 P3,Tl P,4
38618,Tl5Pb,Tl5 Pb1,Tl Pb,5
38619,Tl5Pb4,Tl5 Pb4,Tl Pb,5
38620,Tl5Pd,Tl5 Pd1,Tl Pd,5
38621,Tl5Pd24,Tl5 Pd24,Tl Pd,5
38622,Tl5Pt,Tl5 Pt1,Tl Pt,5
38623,Tl5Pt24,Tl5 Pt24,Tl Pt,5
38624,Tl5Pt3,Tl5 Pt3,Tl Pt,5
38625,Tl5Re,Tl5 Re1,Tl Re,5
38626,Tl5Re3,Tl5 Re3,Tl Re,5
38628,Tl5Rh,Tl5 Rh1,Tl Rh,5
38629,Tl5Rh4,Tl5 Rh4,Tl Rh,5
38630,Tl5Ru,Tl5 Ru1,Tl Ru,5
38631,Tl5Ru3,Tl5 Ru3,Tl Ru,5
38632,Tl5Ru4,Tl5 Ru4,Tl Ru,5
38634,Tl5Sb24,Tl5 Sb24,Tl Sb,5
38637,Tl5Se3,Tl5 Se3,Tl Se,5
38638,Tl5Se4,Tl5 Se4,Tl Se,5
38639,Tl5Si,Tl5 Si1,Tl Si,5
38640,Tl5Si3,Tl5 Si3,Tl Si,5
38641,Tl5Si4,Tl5 Si4,Tl Si,5
38642,Tl5Sn,Tl5 Sn1,Tl Sn,5
38645,Tl5Te3,Tl5 Te3,Tl Te,5
38646,Tl5Te4,Tl5 Te4,Tl Te,5
38647,Tl5V,Tl5 V1,Tl V,4
38649,Tl5W,Tl5 W1,Tl W,4
38650,Tl5W24,Tl5 W24,Tl W,4
38651,Tl5W3,Tl5 W3,Tl W,4
38652,Tl5W4,Tl5 W4,Tl W,4
38653,Tl5Zn,Tl5 Zn1,Tl Zn,5
38654,Tl5Zn3,Tl5 Zn3,Tl Zn,5
38659,Tl6Bi7,Tl6 Bi7,Tl Bi,5
38672,Tl7Ag,Tl7 Ag1,Tl Ag,5
38673,Tl7Ag6,Tl7 Ag6,Tl Ag,5
38674,Tl7As6,Tl7 As6,Tl As,5
38675,Tl7Au,Tl7 Au1,Tl Au,5
38676,Tl7Au6,Tl7 Au6,Tl Au,5
38678,Tl7C,Tl7 C1,Tl C,4
38679,Tl7C5,Tl7 C5,Tl C,4
38680,Tl7C6,Tl7 C6,Tl C,4
38681,Tl7Cd,Tl7 Cd1,Tl Cd,5
38682,Tl7Cl,Tl7 Cl1,Tl Cl,5
38683,Tl7Co,Tl7 Co1,Tl Co,5
38684,Tl7Cr,Tl7 Cr1,Tl Cr,5
38685,Tl7Cu,Tl7 Cu1,Tl Cu,5
38686,Tl7Fe,Tl7 Fe1,Tl Fe,5
38687,Tl7Ge,Tl7 Ge1,Tl Ge,5
38688,Tl7Hg,Tl7 Hg1,Tl Hg,5
38689,Tl7In,Tl7 In1,Tl In,5
38690,Tl7Mo6,Tl7 Mo6,Tl Mo,5
38691,Tl7Os,Tl7 Os1,Tl Os,5
38692,Tl7Pd,Tl7 Pd1,Tl Pd,5
38693,Tl7Re,Tl7 Re1,Tl Re,5
38694,Tl7Rh,Tl7 Rh1,Tl Rh,5
38695,Tl7Ru,Tl7 Ru1,Tl Ru,5
38696,Tl7Sb2,Tl7 Sb2,Tl Sb,5
38697,Tl7Sn6,Tl7 Sn6,Tl Sn,5
38698,Tl7V6,Tl7 V6,Tl V,4
38700,Tl8Ag,Tl8 Ag1,Tl Ag,5
38701,Tl8Au,Tl8 Au1,Tl Au,5
38702,Tl8C,Tl8 C1,Tl C,4
38703,Tl8Cd,Tl8 Cd1,Tl Cd,5
38704,Tl8Cl,Tl8 Cl1,Tl Cl,5
38707,Tl8In,Tl8 In1,Tl In,5
38708,Tl8Mo,Tl8 Mo1,Tl Mo,5
38710,Tl8P,Tl8 P1,Tl P,4
38711,Tl8Pb,Tl8 Pb1,Tl Pb,5
38712,Tl8Pd,Tl8 Pd1,Tl Pd,5
38713,Tl8Re,Tl8 Re1,Tl Re,5
38722,TlAg5,Tl1 Ag5,Tl Ag,5
38724,TlAs,Tl1 As1,Tl As,5
38729,TlAs7,Tl1 As7,Tl As,5
38735,TlAu5,Tl1 Au5,Tl Au,5
38736,TlAu7,Tl1 Au7,Tl Au,5
38743,TlB7,Tl1 B7,Tl B,4
38749,TlBi5,Tl1 Bi5,Tl Bi,5
38751,TlBr,Tl1 Br1,Tl Br,5
38756,TlC,Tl1 C1,Tl C,4
38757,TlC2,Tl1 C2,Tl C,4
38760,TlC5,Tl1 C5,Tl C,4
38761,TlC7,Tl1 C7,Tl C,4
38767,TlCd5,Tl1 Cd5,Tl Cd,5
38768,TlCd7,Tl1 Cd7,Tl Cd,5
38770,TlCl,Tl1 Cl1,Tl Cl,5
38771,TlCl2,Tl1 Cl2,Tl Cl,5
38773,TlCl4,Tl1 Cl4,Tl Cl,5
38774,TlCl5,Tl1 Cl5,Tl Cl,5
38781,TlCo7,Tl1 Co7,Tl Co,5
38795,TlF,Tl1 F1,Tl F,4
38796,TlF2,Tl1 F2,Tl F,4
38797,TlF3,Tl1 F3,Tl F,4
38803,TlFe7,Tl1 Fe7,Tl Fe,5
38805,TlGa,Tl1 Ga1,Tl Ga,5
38809,TlGe,Tl1 Ge1,Tl Ge,5
38810,TlI,Tl1 I1,Tl I,4
38811,TlIr,Tl1 Ir1,Tl Ir,5
38812,TlIr5,Tl1 Ir5,Tl Ir,5
38813,TlMo,Tl1 Mo1,Tl Mo,5
38814,TlN,Tl1 N1,Tl N,4
38815,TlNi,Tl1 Ni1,Tl Ni,5
38816,TlO,Tl1 O1,Tl O,4
38817,TlO2,Tl1 O2,Tl O,4
38818,TlOs,Tl1 Os1,Tl Os,5
38819,TlOs5,Tl1 Os5,Tl Os,5
38820,TlOs7,Tl1 Os7,Tl Os,5
38821,TlPb,Tl1 Pb1,Tl Pb,5
38822,TlPb5,Tl1 Pb5,Tl Pb,5
38823,TlPd,Tl1 Pd1,Tl Pd,5
38824,TlPt,Tl1 Pt1,Tl Pt,5
38825,TlRe,Tl1 Re1,Tl Re,5
38826,TlRe7,Tl1 Re7,Tl Re,5
38827,TlRh,Tl1 Rh1,Tl Rh,5
38828,TlRh5,Tl1 Rh5,Tl Rh,5
38829,TlRh7,Tl1 Rh7,Tl Rh,5
38830,TlRu,Tl1 Ru1,Tl Ru,5
38831,TlRu5,Tl1 Ru5,Tl Ru,5
38832,TlRu7,Tl1 Ru7,Tl Ru,5
38833,TlS,Tl1 S1,Tl S,4
38834,TlSb7,Tl1 Sb7,Tl Sb,5
38835,TlSe,Tl1 Se1,Tl Se,5
38836,TlSe5,Tl1 Se5,Tl Se,5
38837,TlSi,Tl1 Si1,Tl Si,5
38838,TlSi5,Tl1 Si5,Tl Si,5
38839,TlSn,Tl1 Sn1,Tl Sn,5
38840,TlSn5,Tl1 Sn5,Tl Sn,5
38841,TlTe,Tl1 Te1,Tl Te,5
38842,TlW,Tl1 W1,Tl W,4
38843,TlZn5,Tl1 Zn5,Tl Zn,5
38844,TlZn7,Tl1 Zn7,Tl Zn,5
38845,Tm11Cd45,Tm11 Cd45,Tm Cd,5
38846,Tm11Ge10,Tm11 Ge10,Tm Ge,5
38847,Tm15C19,Tm15 C19,Tm C,4
38848,Tm3Ag,Tm3 Ag1,Tm Ag,5
38849,Tm3Al,Tm3 Al1,Tm Al,5
38850,Tm3As,Tm3 As1,Tm As,5
38851,Tm3Au,Tm3 Au1,Tm Au,5
38852,Tm3Be,Tm3 Be1,Tm Be,5
38853,Tm3Bi,Tm3 Bi1,Tm Bi,5
38854,Tm3Br,Tm3 Br1,Tm Br,5
38855,Tm3Br2,Tm3 Br2,Tm Br,5
38856,Tm3C,Tm3 C1,Tm C,4
38857,Tm3C4,Tm3 C4,Tm C,4
38858,Tm3Cd,Tm3 Cd1,Tm Cd,5
38859,Tm3Cl,Tm3 Cl1,Tm Cl,5
38860,Tm3Cl2,Tm3 Cl2,Tm Cl,5
38861,Tm3F,Tm3 F1,Tm F,4
38862,Tm3F2,Tm3 F2,Tm F,4
38863,Tm3Fe,Tm3 Fe1,Tm Fe,5
38864,Tm3Ga,Tm3 Ga1,Tm Ga,5
38865,Tm3Ge4,Tm3 Ge4,Tm Ge,5
38866,Tm3H,Tm3 H1,Tm H,4
38867,Tm3Hf,Tm3 Hf1,Tm Hf,5
38868,Tm3Hg,Tm3 Hg1,Tm Hg,5
38869,Tm3I,Tm3 I1,Tm I,4
38870,Tm3I2,Tm3 I2,Tm I,4
38871,Tm3Ir,Tm3 Ir1,Tm Ir,5
38872,Tm3Lu,Tm3 Lu1,Tm Lu,5
38873,Tm3Mg,Tm3 Mg1,Tm Mg,5
38874,Tm3Mg2,Tm3 Mg2,Tm Mg,5
38875,Tm3Mo,Tm3 Mo1,Tm Mo,5
38876,Tm3N,Tm3 N1,Tm N,4
38877,Tm3N2,Tm3 N2,Tm N,4
38878,Tm3Nb,Tm3 Nb1,Tm Nb,5
38879,Tm3Np,Tm3 Np1,Tm Np,5
38880,Tm3O,Tm3 O1,Tm O,4
38881,Tm3O2,Tm3 O2,Tm O,4
38882,Tm3Os,Tm3 Os1,Tm Os,5
38883,Tm3P,Tm3 P1,Tm P,4
38884,Tm3Pd,Tm3 Pd1,Tm Pd,5
38885,Tm3Pd4,Tm3 Pd4,Tm Pd,5
38886,Tm3Pt,Tm3 Pt1,Tm Pt,5
38887,Tm3Pt4,Tm3 Pt4,Tm Pt,5
38888,Tm3Rh,Tm3 Rh1,Tm Rh,5
38889,Tm3Ru,Tm3 Ru1,Tm Ru,5
38890,Tm3S,Tm3 S1,Tm S,4
38891,Tm3S2,Tm3 S2,Tm S,4
38892,Tm3Se,Tm3 Se1,Tm Se,5
38893,Tm3Te,Tm3 Te1,Tm Te,5
38894,Tm3Ti,Tm3 Ti1,Tm Ti,5
38895,Tm3Ti2,Tm3 Ti2,Tm Ti,5
38896,Tm3V,Tm3 V1,Tm V,4
38897,Tm3W,Tm3 W1,Tm W,4
38898,Tm3Zn,Tm3 Zn1,Tm Zn,5
38899,Tm4Co,Tm4 Co1,Tm Co,5
38900,Tm5Ga3,Tm5 Ga3,Tm Ga,5
38901,Tm5Ge4,Tm5 Ge4,Tm Ge,5
38902,Tm5In3,Tm5 In3,Tm In,5
38903,Tm5In4,Tm5 In4,Tm In,5
38904,Tm5Ir3,Tm5 Ir3,Tm Ir,5
38905,Tm5Mg,Tm5 Mg1,Tm Mg,5
38906,Tm5Pb3,Tm5 Pb3,Tm Pb,5
38907,Tm5Pt3,Tm5 Pt3,Tm Pt,5
38908,Tm5Rh3,Tm5 Rh3,Tm Rh,5
38909,Tm5S7,Tm5 S7,Tm S,4
38910,Tm6Zn23,Tm6 Zn23,Tm Zn,5
38911,TmAl,Tm1 Al1,Tm Al,5
38912,TmAu,Tm1 Au1,Tm Au,5
38913,TmAu3,Tm1 Au3,Tm Au,5
38914,TmB,Tm1 B1,Tm B,4
38915,TmB12,Tm1 B12,Tm B,4
38916,TmB3,Tm1 B3,Tm B,4
38917,TmBe,Tm1 Be1,Tm Be,5
38918,TmBe13,Tm1 Be13,Tm Be,5
38919,TmBr,Tm1 Br1,Tm Br,5
38920,TmBr2,Tm1 Br2,Tm Br,5
38921,TmC,Tm1 C1,Tm C,4
38922,TmC2,Tm1 C2,Tm C,4
38923,TmCd,Tm1 Cd1,Tm Cd,5
38924,TmCl,Tm1 Cl1,Tm Cl,5
38925,TmCl2,Tm1 Cl2,Tm Cl,5
38926,TmCo,Tm1 Co1,Tm Co,5
38927,TmF,Tm1 F1,Tm F,4
38928,TmF2,Tm1 F2,Tm F,4
38929,TmF3,Tm1 F3,Tm F,4
38930,TmFe,Tm1 Fe1,Tm Fe,5
38931,TmGa,Tm1 Ga1,Tm Ga,5
38932,TmGe,Tm1 Ge1,Tm Ge,5
38933,TmI,Tm1 I1,Tm I,4
38934,TmI2,Tm1 I2,Tm I,4
38935,TmIr,Tm1 Ir1,Tm Ir,5
38936,TmMg,Tm1 Mg1,Tm Mg,5
38937,TmMg3,Tm1 Mg3,Tm Mg,5
38938,TmMn,Tm1 Mn1,Tm Mn,5
38939,TmMn12,Tm1 Mn12,Tm Mn,5
38940,TmN,Tm1 N1,Tm N,4
38941,TmN2,Tm1 N2,Tm N,4
38942,TmNi,Tm1 Ni1,Tm Ni,5
38943,TmO,Tm1 O1,Tm O,4
38944,TmO2,Tm1 O2,Tm O,4
38945,TmP,Tm1 P1,Tm P,4
38946,TmP3,Tm1 P3,Tm P,4
38947,TmPt,Tm1 Pt1,Tm Pt,5
38948,TmRh,Tm1 Rh1,Tm Rh,5
38949,TmS,Tm1 S1,Tm S,4
38950,TmS2,Tm1 S2,Tm S,4
38951,TmSb2,Tm1 Sb2,Tm Sb,5
38952,TmSe,Tm1 Se1,Tm Se,5
38953,TmSi,Tm1 Si1,Tm Si,5
38954,TmSn,Tm1 Sn1,Tm Sn,5
38955,TmTe,Tm1 Te1,Tm Te,5
38956,TmTe2,Tm1 Te2,Tm Te,5
38957,TmTi,Tm1 Ti1,Tm Ti,5
38958,TmZn,Tm1 Zn1,Tm Zn,5
38959,TmZn12,Tm1 Zn12,Tm Zn,5
38960,TmZn3,Tm1 Zn3,Tm Zn,5
38961,V11Cr5,V11 Cr5,V Cr,4
38962,V12B17,V12 B17,V B,3
38963,V12C,V12 C1,V C,3
38964,V12C17,V12 C17,V C,3
38965,V12In17,V12 In17,V In,4
38966,V12Mo17,V12 Mo17,V Mo,4
38967,V12N,V12 N1,V N,3
38968,V12Ni17,V12 Ni17,V Ni,4
38969,V12O,V12 O1,V O,3
38970,V12O29,V12 O29,V O,3
38971,V12P7,V12 P7,V P,3
38972,V12Re17,V12 Re17,V Re,4
38973,V12Rh17,V12 Rh17,V Rh,4
38974,V12Ru17,V12 Ru17,V Ru,4
38975,V12S,V12 S1,V S,3
38976,V12Sb17,V12 Sb17,V Sb,4
38977,V12Se17,V12 Se17,V Se,4
38978,V12Si17,V12 Si17,V Si,4
38979,V12Sn17,V12 Sn17,V Sn,4
38980,V12W17,V12 W17,V W,3
38981,V12Zn17,V12 Zn17,V Zn,4
38982,V13Au,V13 Au1,V Au,4
38983,V13Co,V13 Co1,V Co,4
38984,V13Cr,V13 Cr1,V Cr,4
38985,V13Cr3,V13 Cr3,V Cr,4
38986,V13Fe,V13 Fe1,V Fe,4
38987,V13Fe2,V13 Fe2,V Fe,4
38988,V13Ir,V13 Ir1,V Ir,4
38989,V13Mo,V13 Mo1,V Mo,4
38990,V13Mo3,V13 Mo3,V Mo,4
38991,V13Ni,V13 Ni1,V Ni,4
38992,V13O16,V13 O16,V O,3
38993,V13Os,V13 Os1,V Os,4
38994,V13Pd,V13 Pd1,V Pd,4
38995,V13Pt,V13 Pt1,V Pt,4
38996,V13Rh,V13 Rh1,V Rh,4
38997,V13Ru,V13 Ru1,V Ru,4
38998,V13W,V13 W1,V W,3
38999,V13W3,V13 W3,V W,3
39000,V13Zn,V13 Zn1,V Zn,4
39001,V17As12,V17 As12,V As,4
39002,V17Au12,V17 Au12,V Au,4
39003,V17C12,V17 C12,V C,3
39004,V17Ir12,V17 Ir12,V Ir,4
39005,V17Ni12,V17 Ni12,V Ni,4
39006,V17Os12,V17 Os12,V Os,4
39007,V17P12,V17 P12,V P,3
39008,V17Pb12,V17 Pb12,V Pb,4
39009,V17Rh12,V17 Rh12,V Rh,4
39010,V17Ru12,V17 Ru12,V Ru,4
39011,V17Sb12,V17 Sb12,V Sb,4
39012,V17Se12,V17 Se12,V Se,4
39013,V17Si12,V17 Si12,V Si,4
39014,V17Te12,V17 Te12,V Te,4
39015,V17W12,V17 W12,V W,3
39016,V22Au,V22 Au1,V Au,4
39017,V22Co,V22 Co1,V Co,4
39018,V22Cr,V22 Cr1,V Cr,4
39019,V22Fe,V22 Fe1,V Fe,4
39020,V22Ir,V22 Ir1,V Ir,4
39021,V22Mo,V22 Mo1,V Mo,4
39022,V22Ni,V22 Ni1,V Ni,4
39023,V22Os,V22 Os1,V Os,4
39024,V22Pd,V22 Pd1,V Pd,4
39025,V22Pt,V22 Pt1,V Pt,4
39026,V22Re,V22 Re1,V Re,4
39027,V22Rh,V22 Rh1,V Rh,4
39028,V22Ru,V22 Ru1,V Ru,4
39029,V22W,V22 W1,V W,3
39030,V22Zn,V22 Zn1,V Zn,4
39031,V23Se40,V23 Se40,V Se,4
39032,V24As5,V24 As5,V As,4
39033,V24B5,V24 B5,V B,3
39034,V24C5,V24 C5,V C,3
39035,V24Co5,V24 Co5,V Co,4
39036,V24Cr5,V24 Cr5,V Cr,4
39037,V24Ir5,V24 Ir5,V Ir,4
39038,V24Ni5,V24 Ni5,V Ni,4
39039,V24Pd5,V24 Pd5,V Pd,4
39040,V24Rh5,V24 Rh5,V Rh,4
39041,V24Ru5,V24 Ru5,V Ru,4
39042,V24Sb5,V24 Sb5,V Sb,4
39043,V24Se5,V24 Se5,V Se,4
39044,V24Si5,V24 Si5,V Si,4
39045,V24Te5,V24 Te5,V Te,4
39046,V25O32,V25 O32,V O,3
39047,V2Au,V2 Au1,V Au,4
39048,V2Cl,V2 Cl1,V Cl,4
39049,V2Cl3,V2 Cl3,V Cl,4
39050,V2F7,V2 F7,V F,3
39051,V2F9,V2 F9,V F,3
39052,V2Ir,V2 Ir1,V Ir,4
39053,V2Mo,V2 Mo1,V Mo,4
39054,V2N,V2 N1,V N,3
39055,V2Pd,V2 Pd1,V Pd,4
39056,V2Rh,V2 Rh1,V Rh,4
39057,V2Ru,V2 Ru1,V Ru,4
39058,V2W,V2 W1,V W,3
39059,V32N3,V32 N3,V N,3
39060,V3Ag,V3 Ag1,V Ag,4
39061,V3Ag4,V3 Ag4,V Ag,4
39062,V3As,V3 As1,V As,4
39063,V3As4,V3 As4,V As,4
39064,V3Au,V3 Au1,V Au,4
39065,V3Au2,V3 Au2,V Au,4
39066,V3Au4,V3 Au4,V Au,4
39067,V3B,V3 B1,V B,3
39068,V3B2,V3 B2,V B,3
39069,V3B4,V3 B4,V B,3
39070,V3Bi4,V3 Bi4,V Bi,4
39071,V3Br,V3 Br1,V Br,4
39072,V3Br2,V3 Br2,V Br,4
39073,V3Br4,V3 Br4,V Br,4
39074,V3C,V3 C1,V C,3
39075,V3C2,V3 C2,V C,3
39076,V3Cd,V3 Cd1,V Cd,4
39077,V3Cd2,V3 Cd2,V Cd,4
39078,V3Cd4,V3 Cd4,V Cd,4
39079,V3Cl,V3 Cl1,V Cl,4
39080,V3Cl2,V3 Cl2,V Cl,4
39081,V3Cl4,V3 Cl4,V Cl,4
39082,V3Co4,V3 Co4,V Co,4
39083,V3Cr13,V3 Cr13,V Cr,4
39084,V3Cr4,V3 Cr4,V Cr,4
39085,V3Cu4,V3 Cu4,V Cu,4
39086,V3F,V3 F1,V F,3
39087,V3F10,V3 F10,V F,3
39088,V3F2,V3 F2,V F,3
39089,V3Fe4,V3 Fe4,V Fe,4
39090,V3Ga,V3 Ga1,V Ga,4
39091,V3Ge,V3 Ge1,V Ge,4
39092,V3Ge2,V3 Ge2,V Ge,4
39093,V3Ge4,V3 Ge4,V Ge,4
39094,V3Hg,V3 Hg1,V Hg,4
39095,V3Hg2,V3 Hg2,V Hg,4
39096,V3Hg4,V3 Hg4,V Hg,4
39097,V3I,V3 I1,V I,3
39098,V3In,V3 In1,V In,4
39099,V3In2,V3 In2,V In,4
39100,V3Ir,V3 Ir1,V Ir,4
39101,V3Ir2,V3 Ir2,V Ir,4
39102,V3Ir4,V3 Ir4,V Ir,4
39103,V3Mo,V3 Mo1,V Mo,4
39104,V3Mo13,V3 Mo13,V Mo,4
39105,V3Mo2,V3 Mo2,V Mo,4
39106,V3Mo4,V3 Mo4,V Mo,4
39107,V3N,V3 N1,V N,3
39108,V3N2,V3 N2,V N,3
39109,V3Ni4,V3 Ni4,V Ni,4
39110,V3O,V3 O1,V O,3
39111,V3O10,V3 O10,V O,3
39112,V3Os,V3 Os1,V Os,4
39113,V3Os2,V3 Os2,V Os,4
39114,V3Os4,V3 Os4,V Os,4
39115,V3P,V3 P1,V P,3
39116,V3Pb,V3 Pb1,V Pb,4
39117,V3Pd,V3 Pd1,V Pd,4
39118,V3Pd2,V3 Pd2,V Pd,4
39119,V3Pd4,V3 Pd4,V Pd,4
39120,V3Pt,V3 Pt1,V Pt,4
39121,V3Pt2,V3 Pt2,V Pt,4
39122,V3Pt4,V3 Pt4,V Pt,4
39123,V3Re,V3 Re1,V Re,4
39124,V3Re2,V3 Re2,V Re,4
39125,V3Re4,V3 Re4,V Re,4
39126,V3Rh,V3 Rh1,V Rh,4
39127,V3Rh2,V3 Rh2,V Rh,4
39128,V3Rh4,V3 Rh4,V Rh,4
39129,V3Ru,V3 Ru1,V Ru,4
39130,V3Ru2,V3 Ru2,V Ru,4
39131,V3Ru4,V3 Ru4,V Ru,4
39132,V3S,V3 S1,V S,3
39133,V3S2,V3 S2,V S,3
39134,V3S4,V3 S4,V S,3
39135,V3Se4,V3 Se4,V Se,4
39136,V3Si,V3 Si1,V Si,4
39137,V3Si4,V3 Si4,V Si,4
39138,V3Sn,V3 Sn1,V Sn,4
39139,V3Te,V3 Te1,V Te,4
39140,V3Te2,V3 Te2,V Te,4
39141,V3Te4,V3 Te4,V Te,4
39142,V3W,V3 W1,V W,3
39143,V3W13,V3 W13,V W,3
39144,V3W2,V3 W2,V W,3
39145,V3W4,V3 W4,V W,3
39146,V3Zn4,V3 Zn4,V Zn,4
39147,V4Ag3,V4 Ag3,V Ag,4
39148,V4As3,V4 As3,V As,4
39149,V4Au,V4 Au1,V Au,4
39150,V4Au3,V4 Au3,V Au,4
39151,V4B,V4 B1,V B,3
39152,V4B3,V4 B3,V B,3
39153,V4Bi,V4 Bi1,V Bi,4
39154,V4Bi3,V4 Bi3,V Bi,4
39155,V4Br,V4 Br1,V Br,4
39156,V4Br3,V4 Br3,V Br,4
39157,V4C,V4 C1,V C,3
39158,V4C5,V4 C5,V C,3
39159,V4Cl,V4 Cl1,V Cl,4
39160,V4Co3,V4 Co3,V Co,4
39161,V4Cr3,V4 Cr3,V Cr,4
39162,V4Fe,V4 Fe1,V Fe,4
39163,V4Fe3,V4 Fe3,V Fe,4
39164,V4Hg,V4 Hg1,V Hg,4
39165,V4Hg3,V4 Hg3,V Hg,4
